,distance,pref_speed
0,81310.31243103229,97.65015621551457
127,93160.95897251213,97.06347948625513
128,111900.04067551189,96.15602033775426
129,109704.48454499476,100.87074227249609
130,139436.57691582807,99.02078845791448
131,93346.45492406904,100.40872746203377
132,104832.99540684631,98.12599770342557
133,118469.70698908521,100.91635349454475
134,78750.69160001143,99.63234580000444
135,124958.15249715766,97.97907624857771
136,103335.36428503257,101.23018214251464
137,102658.97126252262,100.19698563126052
138,134199.61674265322,99.54080837132736
139,120210.34941615518,102.0386747080784
140,116452.93273052225,98.1899663652629
141,99955.32455706163,98.32616227852886
142,115807.50630962211,97.58025315481235
143,114939.2113213416,98.53310566067326
144,141321.63911840215,100.01881955920119
145,108952.83993248956,101.2079199662466
146,133343.58867115664,99.37779433557586
147,103894.22508772995,99.59011254386368
126,131468.8443835089,99.91142219175246
148,85374.86152836325,101.33293076417985
125,107517.50085754695,100.44425042877495
123,108786.44788640793,100.01922394320242
102,127155.16782231853,99.28408391115775
103,107412.15631953174,99.66457815976864
104,90153.96889842406,99.79348444921287
105,108576.30792343394,96.93415396171886
106,107891.38752773467,100.66919376386579
107,111786.79963510894,102.24789981755725
108,128932.42241845455,101.12471120922864
109,137313.61835294892,102.20480917647724
110,107763.9040296405,102.54095201481785
111,88002.03187325087,96.5400159366257
112,109113.11443766349,98.834057218832
113,108561.46183192875,100.45373091596548
114,99300.90617403344,99.39895308701695
115,106201.4891294413,101.7612445647176
116,93335.64896812719,100.44232448406535
117,111217.90185342851,98.64095092671442
118,78183.97532625757,100.03848766312915
119,91222.7924384675,100.58539621923238
120,95476.00828737697,98.81900414368674
121,131142.59459869904,100.80129729935138
122,112341.89228668228,102.51994614334329
124,103149.79358511216,99.10289679255754
150,119611.01397062224,96.40600698530993
151,119721.10562021322,100.40655281010856
152,116796.95840776117,99.90547920388113
179,120393.32274668227,102.75066137333933
180,95867.31780729725,98.84715890364798
181,93073.46475583801,101.80173237791678
182,92200.75669965704,98.52637834982956
183,100250.90116443521,98.3249505822191
184,126782.39977274845,99.12519988637612
185,103008.81205068044,99.85240602533985
186,104860.55712891785,100.8007785644598
187,110964.12178198286,100.96356089099226
188,83788.76093183483,101.59038046591749
189,89371.17616645702,100.42358808323013
190,89444.27933807994,100.76913966903919
191,110279.4030681962,101.73820153409544
192,92098.77327518146,102.91888663758976
193,111645.03604682286,101.57951802340912
194,128899.26991246031,100.47063495622855
195,97158.57664535772,97.96778832267812
196,86487.85301454959,98.86442650727416
197,128601.4951806259,101.6367475903164
198,101839.30418631942,99.05915209315839
199,135150.6771493861,100.7193385746927
178,100036.97941000863,97.61598970500373
177,95847.72948730437,101.19886474365371
176,108352.97756757721,100.19898878379081
175,95821.10923764564,99.95755461882156
153,102645.67031151126,103.33583515575677
154,99508.85592040326,100.76692796020224
155,96484.71983527142,101.78935991763709
156,94357.2255331908,98.57411276659366
157,95618.92047808654,99.53696023904554
158,102258.44416641508,101.08572208320693
159,90163.55493252586,102.22527746626308
160,134126.13448749544,102.62356724375005
161,88585.80579208136,99.49390289604008
162,114184.84769485793,97.68342384743043
101,119699.97443896855,105.10098721948278
163,110133.50149285479,97.7402507464254
165,110354.72838428004,99.78386419213837
166,92982.4199297338,97.21070996486458
167,106157.57874486453,99.60928937243341
168,91442.46084234303,98.06623042117049
169,93603.39994933271,100.44019997466856
170,103294.82114091623,98.18341057045595
171,106276.73704973163,101.54886852486463
172,98541.57468953039,100.52978734476395
173,123324.02642573732,99.07151321287068
174,113723.71856024304,101.68935928012283
164,105654.68317959031,98.75484158979755
100,102236.68673537036,100.89334336768378
149,102014.23317746712,100.44511658873357
98,117962.04543232301,100.18952271616256
27,146037.08911727433,99.5640445586395
28,126434.37456299878,100.12868728150224
29,118893.54512994255,100.12877256496924
30,122257.33374863151,98.72216687431772
31,102713.17018045603,100.22708509022914
32,109659.89576682818,101.14194788341386
33,141805.31608422965,100.23065804211495
34,90439.57874849375,99.51228937424497
35,114263.91490093178,99.96145745046415
36,110205.17245845412,99.94658622922574
37,118720.94007738621,98.41897003869578
38,87453.1648039524,101.03408240197663
39,107292.35234191977,101.86367617095758
40,120687.48463597518,99.59224231798838
41,117426.73179896588,98.31585371728606
42,116456.32086977981,100.74116043489252
43,112049.16885315486,98.23758442657827
44,116335.97584354895,98.24648792177601
45,120503.78167664818,101.30489083832603
46,122345.24988146074,99.59712494073094
47,121899.57434737225,101.1082871736844
25,114499.9727340969,97.93898636704753
24,118321.91036234157,98.16095518117157
23,97518.30613004237,101.10815306502057
22,124892.76156791236,98.41438078395393
99,80019.82073694331,99.41391036847072
1,99648.37777634978,102.7891888881756
2,86820.6426174481,100.06132130872388
3,102549.9775702873,100.3574887851448
4,116299.43440027494,97.7232172001359
5,124498.06093602377,101.24653046801475
6,132864.59547170546,100.01929773585167
7,118063.89352006654,100.10944676003204
8,118971.4117034554,99.92820585172892
9,114545.83309149911,100.86841654574773
48,140327.92447336466,100.2329622366848
10,120928.58588264605,100.65329294132432
12,99642.4400478531,100.70022002392714
13,130914.7679258789,101.0668839629426
14,117891.32810830584,99.78010375526965
15,118883.68966273846,98.10334483137152
16,98911.25623663481,100.45562811831601
17,90861.40138749847,100.82570069374918
18,99527.947609145,100.40047380457109
19,106778.32644900828,99.63216322450293
20,113861.6451137319,100.07632255686441
21,100042.71995726203,98.99785997863168
11,86549.84797985361,99.209423989926
49,122801.62992519043,98.6213149625943
26,87549.68848287225,102.84084424143501
97,132327.66924051053,99.14183462025503
76,131699.12597894113,99.75756298946973
77,120432.04184120182,100.85252092060263
