,braking_chance,Run,Avg Speed
198,0.7,198,28.617466021247388
199,0.7,199,29.446824273275016
200,0.8,200,5.7
201,0.8,201,6.68
202,0.8,202,5.16
203,0.8,203,7.86
204,0.8,204,7.46
205,0.8,205,5.88
206,0.8,206,6.92
207,0.8,207,5.16
208,0.8,208,6.06
209,0.8,209,5.34
210,0.8,210,7.06
211,0.8,211,6.58
212,0.8,212,6.22
213,0.8,213,5.68
214,0.8,214,7.06
215,0.8,215,4.54
216,0.8,216,7.08
217,0.8,217,5.12
218,0.8,218,4.22
219,0.8,219,5.36
220,0.8,220,4.32
221,0.8,221,6.98
222,0.8,222,5.04
223,0.8,223,4.94
224,0.8,224,5.94
225,0.9,225,1.4
226,0.9,226,1.62
227,0.9,227,1.58
228,0.9,228,1.92
229,0.9,229,2.14
230,0.9,230,2.14
231,0.9,231,1.22
232,0.9,232,1.24
233,0.9,233,1.14
234,0.9,234,1.72
235,0.9,235,1.04
236,0.9,236,1.38
237,0.9,237,1.7
238,0.9,238,0.92
239,0.9,239,1.18
240,0.9,240,1.16
241,0.9,241,1.22
242,0.9,242,1.36
243,0.9,243,1.22
244,0.9,244,1.04
245,0.9,245,1.18
246,0.9,246,1.36
247,0.9,247,0.68
248,0.9,248,1.4
249,0.9,249,1.38
250,1.0,250,0.0
251,1.0,251,0.0
252,1.0,252,0.0
253,1.0,253,0.0
254,1.0,254,0.0
255,1.0,255,0.0
256,1.0,256,0.0
257,1.0,257,0.0
258,1.0,258,0.0
259,1.0,259,0.0
260,1.0,260,0.0
261,1.0,261,0.0
262,1.0,262,0.0
263,1.0,263,0.0
264,1.0,264,0.0
265,1.0,265,0.0
266,1.0,266,0.0
267,1.0,267,0.0
268,1.0,268,0.0
269,1.0,269,0.0
270,1.0,270,0.0
271,1.0,271,0.0
272,1.0,272,0.0
273,1.0,273,0.0
274,1.0,274,0.0
