0,109002.91023306236
127,111100.69498366598
128,108537.10799218602
129,102516.09733181112
130,105609.15682592687
131,107025.3597904449
132,98976.43832253666
133,117012.47641552976
134,114496.3053133725
135,89768.58827225097
136,97395.69840640196
137,118661.48993227081
138,105970.30907766745
139,118177.62552408535
140,123249.08144486752
141,93953.0290706555
142,93514.09704595488
143,99517.7047105144
144,105152.09090287439
145,79118.0289662599
146,106254.21155713672
147,103108.22100294326
126,99174.88115139307
148,106520.7402919487
125,138226.4099338257
123,105839.91881221448
102,104249.11010715639
103,105314.3543407534
104,133558.51788787308
105,115468.03638098382
106,128833.37168036558
107,111062.76240925714
108,123986.72553404969
109,132920.23460865655
110,137919.22088740935
111,134988.308050176
112,90191.86955164872
113,125782.06130619926
114,78480.288238422
115,123564.59924204294
116,93927.08358201236
117,112611.60222664809
118,102480.02987642099
119,121441.56795112912
120,124233.91667803575
121,81633.30356579377
122,109360.56361747734
124,87061.40331182732
150,147017.91274453796
151,94581.0348857014
152,101210.84038984768
179,75412.92187119609
180,109695.84437580859
181,111155.87417546731
182,113056.27460219381
183,72881.3719228136
184,117361.30179767126
185,103655.76474914124
186,107341.16890502664
187,97377.50324705566
188,88361.28351723753
189,88890.43214213989
190,107749.98426637969
191,99142.9334333304
192,104434.37849270253
193,75219.53107830946
194,91763.64657238619
195,106037.2708143451
196,118067.45365362549
197,81443.59008538812
198,81564.90802993602
199,96760.9274514017
178,81557.8204899103
177,93000.69553164914
176,99076.09637547146
175,87428.52830854469
153,91309.95893091544
154,93238.28971710325
155,93120.60722013495
156,116964.17230968995
157,96085.77425391522
158,96930.97528941066
159,104623.37082249105
160,105324.04331626686
161,100284.76075069305
162,104898.91058030697
101,121599.16938091668
163,111254.18809181663
165,82823.4810783213
166,93466.53893190557
167,110967.20097439841
168,120667.86520658896
169,145196.92673134303
170,117021.37684892764
171,98477.67635846992
172,90827.01655076708
173,119266.5549136424
174,127189.33380246116
164,96007.93047236076
100,111454.5069232538
149,97581.94221547192
98,119163.1955546084
27,109971.91996133371
28,111259.69270826626
29,108094.93988471464
30,129478.98817936398
31,95832.36204394157
32,131291.68837292126
33,116364.94060107568
34,123139.13201296017
35,103073.5680072073
36,97530.23984616541
37,112038.85656797861
38,114117.17073341928
39,112054.72144692251
40,119635.00161444274
41,120358.95037527118
42,86997.52782113895
43,99886.00707660151
44,114720.1419639287
45,103052.52421512458
46,124233.48031531613
47,102333.1889146229
25,120835.72045191226
24,122680.83591493989
23,117875.55451148689
22,139437.32040439209
99,106840.48761467137
1,109282.27664990762
2,127803.9151028153
3,87113.39457536
4,105692.95332311641
5,123998.62460391763
6,141071.13097496782
7,124397.39157371706
8,112231.73845290687
9,141548.97726896705
48,118762.38687177197
10,102667.02328362747
12,108496.2262526591
13,103923.66504596181
14,116163.88824369326
15,126576.00565799668
16,139847.92651413527
17,126094.60316776112
18,112280.8141363131
19,119707.96432416313
20,120541.00685312056
21,102346.24318415877
11,132149.86944720734
49,116637.69139137324
26,142308.86278148222
97,112670.7285983452
76,107755.33776269632
77,102225.58846080175
78,126689.38450061773
79,102313.84050999877
80,110916.06589126041
81,140528.1968304072
82,67243.46510438548
83,95713.97719711102
85,128675.25678490751
86,110319.46865475559
87,121223.3728088389
88,97282.53767249467
89,115475.98213824535
90,105967.70203309349
91,126330.83637508481
92,114450.68052030704
93,105794.67917583301
94,97902.6572687351
95,90901.0591681214
96,114588.44706882915
50,127361.27287492514
75,93343.83495738864
74,146660.0890608107
84,118107.37743635895
72,98364.26708470608
51,101644.99501722562
73,121072.41220374478
53,75636.8246716993
54,74221.5758218364
55,109989.33180267175
56,100543.54204276337
57,123604.3387977595
58,122383.83075423731
59,126127.57776108818
60,106958.17493182416
61,111042.16737893732
52,130404.55268925952
63,82654.1948544902
62,107625.54852476514
70,104721.0625691939
69,104588.09892299467
68,117120.41160992868
71,125652.15748074207
66,90063.59150734583
65,109946.61071698894
64,99735.76097795674
67,111393.89358385962
